entity,attribute_camel,attribute_snake,description
Organization,LearningResourceIdentifier,learning_resource_identifier,A unique number or alphanumeric code assigned to a learning resource by an organization.
LearningResourceIssued,LearningResourceIssuedDate,learning_resource_issued_date,The date the learning resource was issued to the student.
LearningResource,LearningResourceLicenseURL,learning_resource_license_url,The URL where the owner specifies permissions for using the resource.
LearningResourceOrder,LearningResourceOrderedDate,learning_resource_ordered_date,The date the learning resource was ordered for the student.
LearningResource,LearningResourcePeerRatingSampleSize,learning_resource_peer_rating_sample_size,The sample size of a peer rating value. Only used when the Peer Rating Value is collected in aggregate as an average of multiple atomic/individual ratings.
LearningResourcePeerRating,LearningResourcePeerRatingValue,learning_resource_peer_rating_value,"An individual score, rating or level assigned to a Learning Resource by a person within the boundaries set by a Peer Rating System that may be aggregated to derive an overall score for the learning resource."
LearningResource,LearningResourcePublisherEmail,learning_resource_publisher_email,An email address for the publisher of the learning resource.
LearningResource,LearningResourcePublisherName,learning_resource_publisher_name,The name of the organization credited with publishing the resource.
LearningResource,LearningResourcePublisherURL,learning_resource_publisher_url,A Uniform Resource Locator (URL) attributed to the publisher of a learning resource.
LearningResourceOrder,LearningResourceReceivedDate,learning_resource_received_date,The date the learning resource was received by the organization that placed the order.
LearningResource,LearningResourceSubjectCode,learning_resource_subject_code,The code used to identify the organization of subject matter and related learning experiences addressed by the learning resource.
LearningResource,LearningResourceSubjectCodeSystem,learning_resource_subject_code_system,The system that is used to identify the organization of subject matter and related learning experiences addressed by the learning resource.
LearningResource,LearningResourceSubjectName,learning_resource_subject_name,The descriptive name for the subject of the content for the learning resource.
LearningResource,LearningResourceTextComplexitySystem,learning_resource_text_complexity_system,The scaling system used to specify the text complexity of an Learning Resource
LearningResource,LearningResourceTextComplexityValue,learning_resource_text_complexity_value,"The complexity of the text using the scaling system defined by Text Complexity System, e.g. Lexile(tm)."
LearningResource,LearningResourceTimeRequired,learning_resource_time_required,The approximate or typical time it takes to work with or through this learning resource for the typical intended target audience.
LearningResource,LearningResourceTitle,learning_resource_title,The title of the resource.
LearningResource,LearningResourceTypicalAgeRangeMaximum,learning_resource_typical_age_range_maximum,The maximum for the typical range of ages of the content's intended end user.
LearningResource,LearningResourceTypicalAgeRangeMinimum,learning_resource_typical_age_range_minimum,The minimum for the typical range of ages of the content's intended end user.
LearningResource,LearningResourceURL,learning_resource_url,"The Uniform Resource Locator where the resource may be accessed, or a proxy for the resource, such as an information page for a commercially available resource."
LearningResource,LearningResourceVersion,learning_resource_version,Defines the version of the learning resource as defined by the publisher.
BuildingSystemComponent,Life-cycleCost,life-cycle_cost,"The total cost of acquiring, owning, operating, and disposing of a building, facility, or piece of equipment over its useful life."
OrganizationIdentification,LocalEducationAgencyIdentifier,local_education_agency_identifier,"A unique number or alphanumeric code assigned to a local education agency by a school system, a state, or other agency or entity."
LocationAddress,Longitude,longitude,"The east or west angular distance from the prime meridian that, when combined with latitude, reflects an estimation of where the address is physically situated."
OrganizationCalendarSession,LunchMinutesPerDay,lunch_minutes_per_day,The number of lunch minutes in the day in which the school is normally in session.
K12StudentCourseSectionMark,MarkingPeriodName,marking_period_name,"The name or description of the marking period (e.g., fall, first marking period)."
Membership,MembershipEntryDate,membership_entry_date,The date associated with the commencement/entry/start of a role for a person at an organization.
Membership,MembershipExitDate,membership_exit_date,The date associated with the termination/exit/end of a role for a person at an organization.
EarlyLearningServicePartner,MemorandumOfUnderstandingEndDate,memorandum_of_understanding_end_date,The date that a Memorandum of Understanding between the Early Learning Organization and the Service Partner is determined to expire.
EarlyLearningServicePartner,MemorandumOfUnderstandingStartDate,memorandum_of_understanding_start_date,The effective date that a Memorandum of Understanding between the Early Learning Organization and the Service Partner Organization is effective.
K12StudentCourseSectionMark,MidTermMark,mid_term_mark,Indicator of student performance at the mid-point of the marking period.
PersonName,MiddleName,middle_name,"A full legal middle name given to a person at birth, baptism, or through legal change."
ProgramParticipationMigrant,MigrantEducationProgramEligibilityExpirationDate,migrant_education_program_eligibility_expiration_date,"The year, month, and day on which the child is no longer eligible for the Migrant Education Program. This date should initially be a date equal to 36 months from the Qualifying Arrival Date to indicate the end of MEP eligibility or the student reaches 22 years of age, whichever comes first."
ProgramParticipationMigrant,MigrantStudentQualifyingArrivalDate,migrant_student_qualifying_arrival_date,"The qualifying arrival date (QAD) is the month, date, and year that the child completed a move with his or her parent to enable the parent to find qualifying employment. In some cases, the child and worker may not always move together, in which case the QAD would be the date that the child joins the worker who has  already moved, or the date the worker joins the child who has already moved. The QAD is the date the child's eligibility for the Migrant Education Program begins."
PersonMilitary,MilitaryCurrentRank,military_current_rank,The rank a person currently holds as part of active service. Do not use this indicator if the person is no longer holding this rank.
PersonMilitaryDeployment,MilitaryDeploymentActivityCode,military_deployment_activity_code,The codes of any activities performed by the person while deployed in the military.
PersonMilitaryDeployment,MilitaryDeploymentActivityName,military_deployment_activity_name,The names of any activities performed by the person while deployed in the military.
PersonMilitaryDeployment,MilitaryDeploymentDescription,military_deployment_description,A textual description of the person's military deployment.
PersonMilitaryDeployment,MilitaryDeploymentEndDate,military_deployment_end_date,The date when a person's military deployment ended.
PersonMilitaryDeployment,MilitaryDeploymentOrderDescription,military_deployment_order_description,A textual description of the person's military deployment order.
PersonMilitaryDeployment,MilitaryDeploymentRequestedBy,military_deployment_requested_by,A textual description of an entity that requested the person's military deployment.
PersonMilitaryDeployment,MilitaryDeploymentStartDate,military_deployment_start_date,The date when a person's military deployment started.
PersonMilitary,MilitaryDischargeDate,military_discharge_date,The date when a person was released from further military obligations.
PersonMilitary,MilitaryDischargeRank,military_discharge_rank,A rank at time a person was discharged from military service.
PersonMilitary,MilitaryHighestRank,military_highest_rank,The highest rank achieved by a person in military service.
PersonMilitaryHonors,MilitaryHonors,military_honors,A military honor that the person received during the service period.
PersonMilitary,MilitaryInductionDate,military_induction_date,The date when a person was inducted into active military service.
PersonMilitary,MilitaryInductionRank,military_induction_rank,A rank at the time a person started their military experience.
PersonMilitaryOccupationalSpecialties,MilitaryOccupationalSpecialties,military_occupational_specialties,A military occupational specialty of a person.
PersonMilitary,MilitaryReleaseDate,military_release_date,The date a person was released from active military service.
PersonMilitaryServiceLocations,MilitaryServiceLocations,military_service_locations,A description of the duty stations (locations) encompassed within a period of military service.
OrganizationCalendarSession,MinutesPerDay,minutes_per_day,The number of minutes in the day in which the school is normally in session.
EarlyLearningOrganizationMonitoring,MonitoringVisitEndDate,monitoring_visit_end_date,The date that monitoring visit ended.
EarlyLearningOrganizationMonitoring,MonitoringVisitStartDate,monitoring_visit_start_date,The date that monitoring visit began.
PersonAddressNcesSide,NCESSIDEDateProcessed,ncesside_date_processed,"The year, month, and day on which the National Center for Education Statistics (NCES) spatially interpolated demographic estimate (SIDE) was processed through the BlindSIDE resource."
PersonAddressNcesSide,NCESSIDEEstimate,ncesside_estimate,The National Center for Education Statistics (NCES) spatially interpolated demographic estimate (SIDE) based on the person's latitude and longitude location.
PersonAddressNcesSide,NCESSIDEStandard Error,ncesside_standard error,The standard error applied to the National Center for Education Statistics (NCES) spatially interpolated demographic estimate (SIDE).
PersonAddressNcesSide,NCESSIDEVintageBeginYear,ncesside_vintage_begin_year,The begin year for the American Community Survey (ACS) period estimates used to construct the National Center for Education Statistics (NCES) spatially interpolated demographic estimate (SIDE).
PersonAddressNcesSide,NCESSIDEVintageEndYear,ncesside_vintage_end_year,The end year for the American Community Survey (ACS) period estimates used to construct the National Center for Education Statistics (NCES) spatially interpolated demographic estimate (SIDE).
PersonCredential,NameOfProfessionalCredentialLicense,name_of_professional_credential_license,The name of the license/credential awarded by a given profession.
PostsecondaryProgram,NormalLengthOfTimeForCompletion,normal_length_of_time_for_completion,"The amount of time necessary for a person to complete all requirements for a degree or certificate according to the institution's catalog. This is typically 4 years (8 semesters or trimesters, or 12 quarters, excluding summer terms) for a bachelor's degree in a standard term-based institution; 2 years (4 semesters or trimesters, or 6 quarters, excluding summer terms) for an associate's degree in a standard term-based institution; and the various scheduled times for certificate programs."
K12FederalFundAllocation,NumberOfImmigrantProgramSubgrants,number_of_immigrant_program_subgrants,The number of immigrant program [3114(d)(1)] subgrants.
EarlyLearningOrganizationAvailability,NumberOfClassrooms,number_of_classrooms,"The total number of classrooms for a program, facility, location, or other educational environment."
RoleAttendance,NumberOfDaysAbsent,number_of_days_absent,The number of days a person is absent when school is in session during a given reporting period.
RoleAttendance,NumberofDaysTardy,numberof_days_tardy,The number of days a person is tardy when school is in session during a given reporting period.
StateEducationAgencyFederalFunds,NumberOfDaysForTitleIIISubgrants,number_of_days_for_title_iii_subgrants,"Average number of days for States receiving Title III funds to make subgrants to subgrantees beginning from July 1 of each year, except under conditions where funds are being withheld."
PostsecondaryStudentDemographic,NumberOfDependents,number_of_dependents,The number of dependents who live with the student and receive more than half their support from them.
EarlyLearningProgramLicensing,NumberOfEarlyLearningFatalities,number_of_early_learning_fatalities,"Number of child fatalities at the program in the past year, as defined by the State"
EarlyLearningProgramLicensing,NumberOfEarlyLearningInjuries,number_of_early_learning_injuries,"Number of child injuries at the program in the past year, as defined by the State."
PersonFamily,NumberOfHouseholdCollegeStudents,number_of_household_college_students,"Number of people, including the student, who will attend at least half-time in the current academic year, a program that leads to a college degree or certificate"
PersonFamily,NumberOfPeopleInFamily,number_of_people_in_family,
PersonFamily,NumberOfPeopleInHousehold,number_of_people_in_household,Total number of persons residing in the same household.
EarlyLearningQualityRatingImprovement,NumberOfQRISLevels,number_of_qris_levels,Number of quality levels in the Quality Rating and Improvement System (QRIS).
OrganizationOperationalDetail,OperationDate,operation_date,"The year, month and day on which a program or center began operation."
PostsecondaryStudentEnrollment,OralDefenseDate,oral_defense_date,The date on which the individual gave an oral defense.
OrganizationIdentification,OrganizationIdentifier,organization_identifier,"A unique number or alphanumeric code assigned to an organization by a school, school system, a state, or other agency or entity."
OrganizationImage,OrganizationImageURL,organization_image_url,The Uniform Resource Locator (URL) for the unique address of an image representing the Organization.
OrganizationJurisdiction,OrganizationJurisdictionSquareMiles,organization_jurisdiction_square_miles,"The total area, measured in square miles, over which an organization holds administrative or governing authority, including regions under its regulatory, operational, or legal control."
OrganizationTitle,OrganizationName,organization_name,"The name of a non-person entity such as an organization, institution, agency or business."
OrganizationAccreditation,OrganizationSeekingAccreditationDate,organization_seeking_accreditation_date,The date in which accreditation process was started (but not officially approved or denied)
EarlyLearningOrganizationMonitoring,OrganizationTypeOfMonitoring,organization_type_of_monitoring,The type of monitoring on the organization.
PostsecondaryCourse,OriginalCourseIdentifier,original_course_identifier,The course identifier as it was listed when the credit was earned (e.g. before a system conversion) to show consistency between present transcripts and older ones.
PersonOtherName,OtherFirstName,other_first_name,A first name given to a person.
PersonOtherName,OtherLastName,other_last_name,A last name given to a person.
PersonOtherName,OtherMiddleName,other_middle_name,A middle name given to a person.
PersonOtherName,OtherName,other_name,"Previous, alternate or other names or aliases associated with the person."
PostsecondaryPriceOfAttendance,OtherStudentExpenses,other_student_expenses,"The amount of money (estimated by the financial aid office) needed by a person to cover expenses such as laundry, transportation, and entertainment."
PostsecondaryCourse,OverrideSchoolCourseNumber,override_school_course_number,An indication of the way an academic course was identified at an educational institution.
LearningResourcePeerRating,PeerRatingDate,peer_rating_date,The date on which the Peer Rating was entered.
PeerRatingSystem,PeerRatingSystemMaximumValue,peer_rating_system_maximum_value,The maximum value allowed by the Peer Rating System.
PeerRatingSystem,PeerRatingSystemMinimumValue,peer_rating_system_minimum_value,The minimum value allowed by the Peer Rating System.
PeerRatingSystem,PeerRatingSystemName,peer_rating_system_name,The name of the scaling system used to specify the Peer Rating.
PeerRatingSystem,PeerRatingSystemOptimumValue,peer_rating_system_optimum_value,"The optimum value allowed by the Peer Rating System.  The optimum or best rating may be the maximum value, the minimum value, or something in between."
WorkforceEmploymentQuarterlyData,PersonEmployedInMultipleJobsCount,person_employed_in_multiple_jobs_count,The number of jobs held by a person during the reference period.
PersonIdentification,PersonIdentifier,person_identifier,"A unique number or alphanumeric code assigned to a person by a school, school system, a state, or other agency or entity."
PersonRelationship,PersonRelationshipToLearnerContactPriorityNumber,person_relationship_to_learner_contact_priority_number,The numeric order in the preferred sequence and priority for contacting a person related to the learner.
PersonRelationship,PersonRelationshipToLearnerContactRestrictionsDescription,person_relationship_to_learner_contact_restrictions_description,"Restrictions for student and/or teacher contact with the individual (e.g., the student may not be picked up by the individual)"
PersonName,PersonalTitleOrPrefix,personal_title_or_prefix,"An appellation, if any, used to denote rank, placement, or status (e.g., Mr., Ms., Reverend, Sister, Dr., Colonel)."
Employment,PositionTitle,position_title,The descriptive name of a person's position.
OrganizationTitle,PostsecondaryCourseTitle,postsecondary_course_title,The name or title of the course taken by a student at an academic institution.
PostsecondaryStudentAcademicRecord,PostsecondaryStudentEnteringTerm,postsecondary_student_entering_term,"The term and year of the initial enrollment of an individual in credit bearing courses or developmental/remedial courses at an institution after completing high school or a high school equivalency program (e.g., GED, Adult High School Diploma)."
PostsecondaryPriceOfAttendance,PriceOfAttendance,price_of_attendance,"The total amount institutions estimate that undergraduate-level full-time, first-time degree-seeking students will pay to attend before financial aid is considered. This price includes tuition and fees, books and supplies, room and board, and certain other designated expenses such as transportation. These estimates are the average amounts used by the financial aid office to determine a student's financial aid."
OrganizationTitle,ProfessionalAssociationName,professional_association_name,The name of a professional association or organization.
PersonCredential,ProfessionalCertificateOrLicenseNumber,professional_certificate_or_license_number,The number issued by the credentialing/licensing agency.
ProfessionalDevelopmentActivity,ProfessionalDevelopmentActivityApprovalCode,professional_development_activity_approval_code,A code given to an activity by an approval organization to designate it as an approved activity.
ProfessionalDevelopmentActivity,ProfessionalDevelopmentActivityApprovalEndDate,professional_development_activity_approval_end_date,The latest date that any session of an approved activity may be offered.
ProfessionalDevelopmentActivity,ProfessionalDevelopmentActivityApprovalStartDate,professional_development_activity_approval_start_date,The earliest date that any session of an approved activity may be offered.
ProfessionalDevelopmentActivity,ProfessionalDevelopmentActivityCode,professional_development_activity_code,A code assigned to an professional development activity by the organization offering the activity that is unique to the non-variable activity details.
ProfessionalDevelopmentActivity,ProfessionalDevelopmentActivityCost,professional_development_activity_cost,The cost for an attendee to participate in a professional development activity.
ProfessionalDevelopmentActivity,ProfessionalDevelopmentActivityCredits,professional_development_activity_credits,The number of credits a professional development activity provides.
ProfessionalDevelopmentActivity,ProfessionalDevelopmentActivityDescription,professional_development_activity_description,A description of the content covered in the professional development activity.
ProfessionalDevelopmentSession,ProfessionalDevelopmentActivityExpirationDate,professional_development_activity_expiration_date,"The year, month, and day on which any certificate awarded as part of a professional development activity expires."
ProfessionalDevelopmentActivity,ProfessionalDevelopmentActivityObjective,professional_development_activity_objective,The expected outcomes of a participant in an activity.
ProfessionalDevelopmentSession,ProfessionalDevelopmentFundingSource,professional_development_funding_source,The primary source of funding for a professional development session.
PersonCareerEducationPlan,ProfessionalDevelopmentPlanCompletion,professional_development_plan_completion,The date the professional development plan is completed.
ProfessionalDevelopmentSession,ProfessionalDevelopmentSessionCapacity,professional_development_session_capacity,The total number of participants that can be accommodated by a professional development session.
ProfessionalDevelopmentSession,ProfessionalDevelopmentSessionEndDate,professional_development_session_end_date,"The year, month and day a professional development session ends."
ProfessionalDevelopmentSession,ProfessionalDevelopmentSessionEndTime,professional_development_session_end_time,The time at which a professional development session ends.
ProfessionalDevelopmentSession,ProfessionalDevelopmentSessionEvaluationMethod,professional_development_session_evaluation_method,The method used to evaluate a professional development session.
ProfessionalDevelopmentSession,ProfessionalDevelopmentSessionEvaluationScore,professional_development_session_evaluation_score,The score or rating used to determine if a professional development session was successful.
ProfessionalDevelopmentSession,ProfessionalDevelopmentSessionIdentifier,professional_development_session_identifier,"The unique, non-duplicated,  identification number assigned by the registry data system for a session of a particular professional development activity."
ProfessionalDevelopmentSession,ProfessionalDevelopmentSessionLocationName,professional_development_session_location_name,The name of a location where a professional development session will be held.
ProfessionalDevelopmentSession,ProfessionalDevelopmentSessionStartDate,professional_development_session_start_date,"The year, month, and day a professional development session begins."
ProfessionalDevelopmentSession,ProfessionalDevelopmentSessionStartTime,professional_development_session_start_time,The time at which a professional development session begins.
OrganizationIdentification,ProgramIdentifier,program_identifier,"A unique number or alphanumeric code assigned to a program by a school, school system, a state, or other agency or entity."
PostsecondaryProgram,ProgramLengthHours,program_length_hours,"The normal length in credit/contact hours of a person's program as published in the institution's catalogue, website, or other official documents."
OrganizationTitle,ProgramName,program_name,"The name of the program of instruction, training, services or benefits available through federal, state, or local agencies."
K12SchoolStatus,ProgressAchievingEnglishLanguageProficiencyStateDefinedStatus,progress_achieving_english_language_proficiency_state_defined_status,The state defined status assigned to the school's performance on the progress of achieving the English language proficiency indicator.
K12StudentAcademicRecord,ProjectedGraduationDate,projected_graduation_date,The year and month the student is projected to graduate.
ProgramParticipationAdultEducation,ProxyContactHours,proxy_contact_hours,The number of instructional hours completed by an adult enrolled in a distance learning program.
FacilityFinance,PublicEducationMillRate,public_education_mill_rate,The millage rate used to calculate property tax revenue for K-12 public education.
LocalEducationAgencyFederalFunds,PublicSchoolChoiceFundsSpent,public_school_choice_funds_spent,"The dollar amount spent on transportation for public school choice during the school year under Title I of ESEA as amended, Part A, Section 1116."
ProgramParticipationMigrant,QualifyingMoveFromCity,qualifying_move_from_city,The name of the city in which the child resided prior to the qualifying move.
EarlyLearningQualityInitiative,QualityInitiativeMaximumScore,quality_initiative_maximum_score,The maximum score option for the QRIS or other quality initiative.
EarlyLearningQualityInitiative,QualityInitiativeMinimumScore,quality_initiative_minimum_score,The minimum score option for the QRIS or other quality initiative.
EarlyLearningQualityInitiative,QualityInitiativeParticipationEndDate,quality_initiative_participation_end_date,The quality initiative end date.
EarlyLearningQualityInitiative,QualityInitiativeParticipationStartDate,quality_initiative_participation_start_date,The quality initiative start date.
EarlyLearningQualityInitiative,QualityInitiativeScoreLevel,quality_initiative_score_level,"The score, rating or level received by a program for its Quality Rating and Improvement System (QRIS) or other quality initiative."
EarlyLearningQualityRatingImprovement,QRISAwardDate,qris_award_date,"Date Quality Rating and Improvement System score, level or rating was awarded."
EarlyLearningQualityRatingImprovement,QRISExpirationDate,qris_expiration_date,"Date Quality Rating and Improvement System score, level or rating expires."
EarlyLearningQualityRatingImprovement,QRISScore,qris_score,"The score, rating or level received by a program for its Quality Rating and Improvement System (QRIS)."
QuarterlyEmploymentRecord,QuarterlyEarnings,quarterly_earnings,The quarterly amount paid to individuals found employed during the reference period.
ServicePlan,ReasonForDeclinedServices,reason_for_declined_services,The reason given for declining the recommended services.
OrganizationCalendarSession,RecessMinutesPerDay,recess_minutes_per_day,The number of recess minutes in the day in which the school is normally in session.
CEDSBaseResource,RecordReferenceIdentifier,record_reference_identifier,A unique number or alphanumeric code assigned to a record.
PersonReferral,ReferralDate,referral_date,The date of referral.
PersonReferral,ReferralReason,referral_reason,The reason for the referral.
PersonReferral,ReferralSource,referral_source,"The person, program, or organization making the initial referral."
PersonReferral,ReferralTypeReceived,referral_type_received,A type of service that a child or family has received a referral for.
PersonReferral,ReferredTo,referred_to,The program or organization to which the child/family was referred.
CourseSection,RelatedCompetencyDefinitions,related_competency_definitions,An indication of the competency definition(s) addressed in the Course Section.
Incident,ReporterIdentifier,reporter_identifier,"Identifies the reporter of the incident using  a pre-existing unique student identifier or unique staff identifier, when the reporter is a student or staff member."
PostsecondaryPriceOfAttendance,RequiredStudentFees,required_student_fees,Fixed sum charged to persons for items not covered by tuition and required of such a large proportion of all students that the student who does not pay the charge is the exception.
ProfessionalDevelopmentRequirement,RequiredTrainingClockHours,required_training_clock_hours,Number of clock hours of training required for providers to meet requirements of the state.
K12OrganizationStudentResponsibility,ResponsibleDistrictIdentifier,responsible_district_identifier,The district responsible for specific educational services and/or instruction of the student.
OrganizationIdentification,ResponsibleOrganizationIdentifier,responsible_organization_identifier,Identifies an organization responsible for specific educational services and/or instruction based on a type of responsibility  specified in the Responsible Organization Type.
K12OrganizationStudentResponsibility,ResponsibleSchoolIdentifier,responsible_school_identifier,The school responsible for specific education services and/or instruction of the student.
PostsecondaryPriceOfAttendance,RoomCharges,room_charges,The charges for an academic year for rooming accommodations for a typical student sharing a room with one other student.
RubricCriterion,RubricCriterionCategory,rubric_criterion_category,A textual label for category by which Rubric Criterion may be grouped.
RubricCriterion,RubricCriterionDescription,rubric_criterion_description,"Text describing a criterion that must be met to demonstrate quality for a product, process, or performance task."
RubricCriterionLevel,RubricCriterionLevelDescription,rubric_criterion_level_description,"Text describing  one or more benchmarks that must be met to achieve a degree of achievement on a product, process, or performance task."
RubricCriterionLevel,RubricCriterionLevelFeedback,rubric_criterion_level_feedback,Pre-defined feedback text to be relayed to the person or organization being evaluated.  This may include guidance and suggestions for improvement or development.
RubricCriterionLevel,RubricCriterionLevelPosition,rubric_criterion_level_position,A numeric value representing the level's position in the list of levels defined for the Rubric Criterion.
RubricCriterionLevel,RubricCriterionLevelQualityLabel,rubric_criterion_level_quality_label,A qualitative description of this degree of achievement used for column headers or row labels in tabular rubrics.
RubricCriterionLevel,RubricCriterionLevelScore,rubric_criterion_level_score,The points awarded for achieving this level.
RubricCriterion,RubricCriterionPosition,rubric_criterion_position,A numeric value representing this criterion's position in the criteria list for this rubric.
RubricCriterion,RubricCriterionTitle,rubric_criterion_title,The title of the rubric criterion.
RubricCriterion,RubricCriterionWeight,rubric_criterion_weight,"A numeric weight assigned to this Rubric Criterion, used for scored rubrics."
Rubric,RubricDescription,rubric_description,Text describing the intended use of the rubric.
Rubric,AssessmentRubricIdentifier,assessment_rubric_identifier,An identifier assigned to a rubric.
Rubric,AssessmentRubricTitle,assessment_rubric_title,The title of the rubric.
Rubric,AssessmentRubricURLReference,assessment_rubric_url_reference,The URL location where the rubric may be found.
LocalEducationAgencySafeDrugFree,SafeAndDrugFreeBaseline,safe_and_drug_free_baseline,The baseline of the performance indicator of student behavior under the Safe and Drug-Free Schools and Communities Act.
LocalEducationAgencySafeDrugFree,SafeAndDrugFreeBaselineYear,safe_and_drug_free_baseline_year,The academic year the baseline was established.
LocalEducationAgencySafeDrugFree,SafeAndDrugFreeCollectionFrequency,safe_and_drug_free_collection_frequency,The frequency of data collection for performance indicator under the Safe and Drug-Free Schools and Communities Act.
LocalEducationAgencySafeDrugFree,SafeAndDrugFreeIndicatorName,safe_and_drug_free_indicator_name,The name of the performance indicator for student behaviors under the Safe and Drug-Free Schools and Communities Act.
LocalEducationAgencySafeDrugFree,SafeAndDrugFreeInstrument,safe_and_drug_free_instrument,The instrument or data source for reported performance indicator of student behavior under the Safe and Drug-Free Schools and Communities Act.
LocalEducationAgencySafeDrugFree,SafeAndDrugFreePerformance,safe_and_drug_free_performance,Actual performance for the given  indicator of student behavior under the Safe and Drug-Free Schools and Communities Act
LocalEducationAgencySafeDrugFree,SafeAndDrugFreeTarget,safe_and_drug_free_target,The targeted performance for the given  indicator of student behavior under the Safe and Drug-Free Schools and Communities Act.
LocalEducationAgencySafeDrugFree,SafeAndDrugFreeYearMostRecentCollection,safe_and_drug_free_year_most_recent_collection,The academic year of the most recent collection of the performance indicator under the Sage and Drug-Free Schools and Communities Act.
OrganizationSalaryScheduleCriteria,SalaryScheduleCriterionDescription,salary_schedule_criterion_description,A description given to a specific criterion used to determine a salary provided or offered.
OrganizationSalaryScheduleCriteria,SalaryScheduleCriterionName,salary_schedule_criterion_name,A name given to a specific criterion used to determine a salary provided or offered.
OrganizationSalaryScheduleCriteriaValue,SalaryScheduleCriterionValue,salary_schedule_criterion_value,A unique value or code assigned to a salary schedule criterion used to differentiate between the achievable levels of the criterion.
OrganizationSalaryScheduleSalary,SalaryScheduleSalaryValue,salary_schedule_salary_value,The salary or wage determined by the salary schedule criteria.
K12Course,SCEDGradeSpan,sced_grade_span,The grade span for which the course is appropriate.
Course,SCEDSequenceOfCourse,sced_sequence_of_course,"Where a specific course lies when it is part of a consecutive sequence of courses. This element should be interpreted as ""part 'n' of 'm' parts."
OrganizationIdentification,SchoolIdentifier,school_identifier,"A unique number or alphanumeric code assigned to an institution by a school, school system, a state, or other agency or entity."
K12FederalFundAllocation,SchoolImprovementAllocation,school_improvement_allocation,The amount of Section 1003(a) and 1003(g) allocations to LEAs and Schools.
K12SchoolImprovement,SchoolImprovementExitDate,school_improvement_exit_date,Date the school exited school improvement status.
StateEducationAgencyFederalFunds,SchoolImprovementReservedFundsPercentage,school_improvement_reserved_funds_percentage,"An indication of the percentage of the Title I, Part A allocation that the SEA reserved in accordance with Section 1003(a) of ESEA and �200.100(a) of ED's regulations governing the reservation of funds for school improvement under Section 1003(a) of ESEA."
OrganizationCalendar,SchoolYear,school_year,The year for a reported school session.
OrganizationCalendarSession,SchoolYearMinutes,school_year_minutes,"The number of minutes that all students were required to be at school and any additional learning time (e.g., before or after school, weekend school, summer school) for which all students had the opportunity to participate."
Course,SequenceOfCourse,sequence_of_course,Where a specific course lies when it is part of a consecutive sequence of courses.
EarlyLearningChildService,ServiceDate,service_date,"The year, month, and day on which a service was provided."
ServiceMembership,ServiceEntryDate,service_entry_date,"The year, month and day on which a person begins to receive early intervention, special education or other services."
ServiceMembership,ServiceExitDate,service_exit_date,"The year, month and day on which a person stops receiving early intervention or special education services."
EarlyLearningServicePartner,ServicePartnerDescription,service_partner_description,A description of the type of services that the partner organization provides.
EarlyLearningServicePartner,ServicePartnerName,service_partner_name,"The name of a non-person entity such as an organization, institution, agency or business, that partners with the Early Learning Organization to provide services to enrolled children/families."
ServicePlan,ServiceSettingDescription,service_setting_description,Description of the setting in which the services are delivered.
OrganizationCalendarSession,SessionBeginDate,session_begin_date,"The year, month and day on which a session begins."
OrganizationCalendarSession,SessionCode,session_code,"A local code given to the session, usually for a session that represents a term within the school year such as a marking term."
OrganizationCalendarSession,SessionDescription,session_description,A short description of the Session.
OrganizationCalendarSession,SessionEndDate,session_end_date,"The year, month and day on which a session ends."
OrganizationCalendarSession,SessionEndTime,session_end_time,"The hour, minute and second on which a session ends."
OrganizationCalendarSession,SessionSequenceNumber,session_sequence_number,The position of this session in a sequence of sessions.
OrganizationCalendarSession,SessionStartTime,session_start_time,"The hour, minute and second on which a session begins."
OrganizationTitle,ShortNameOfOrganization,short_name_of_organization,"The name of the organization, which could be abbreviated form of the full legally accepted name."
Facility,SiteName,site_name,"The full, legally accepted  name of the institution at the site level."
EarlyLearningChildServicesApplication,SitePreferenceRank,site_preference_rank,The applicant preference that the family has for the program sites.
DataCollection,SourceSystemDataCollectionIdentifier,source_system_data_collection_identifier,The identifier specified by the source system that uniquely identifies the data collection.
DataCollection,SourceSystemName,source_system_name,The name of the source system that provided the data within the collection.
ProgramParticipationSpecialEducation,SpecialEducationServicesExitDate,special_education_services_exit_date,"The year, month and day a child with disabilities (IDEA) ages 14 through 21 exited special education."
ProfessionalDevelopmentSession,SponsoringAgencyName,sponsoring_agency_name,The name of the sponsoring agency.
StaffCompensation,StaffCompensationAnnualSupplement,staff_compensation_annual_supplement,The annual sum of payments given to staff in addition to their regular wages.
StaffCompensation,StaffCompensationAnnualSupplementDescription,staff_compensation_annual_supplement_description,A description of the annual supplement awarded to a staff member.
StaffCompensation,StaffCompensationBaseSalary,staff_compensation_base_salary,The salary or wage a person is paid before deductions (excluding differentials) but including annuities.
StaffCompensation,StaffCompensationHealthBenefits,staff_compensation_health_benefits,"Contributions made by the school district, municipal, state, federal and other government agencies for the teacher's or early learning provider's health insurance, prorated to the specific school or local provider agency indicated on the record, not including contributions made by the teacher or early learning provider."
StaffCompensation,StaffCompensationLongevity,staff_compensation_longevity,Compensation paid to a staff member based on their years of service.
StaffCompensation,StaffCompensationOtherBenefits,staff_compensation_other_benefits,"All other benefits paid by the school district, municipal, state, federal, and other government agencies for the teacher or early learning provider, prorated to the specific school or local provider agency indicated on the record, not including retirement and health insurance benefits or contributions made by the teacher or early learning provider."
