entity,attribute_camel,attribute_snake,description
PersonBirthplace,CityOfBirth,city_of_birth,The name of the city in which a person was born.
CourseSectionSchedule,ClassBeginningTime,class_beginning_time,An indication of the time of day the class begins.
CourseSectionSchedule,ClassEndingTime,class_ending_time,An indication of the time of day the class ends.
CourseSectionSchedule,ClassMeetingDays,class_meeting_days,"The day(s) of the week (e.g., Monday, Wednesday) that the class meets or an indication that a class meets ""out-of-school"" or ""self-paced""."
CourseSectionSchedule,ClassPeriod,class_period,"An indication of the portion of a typical daily session in which students receive instruction in a specified subject (e.g., morning, sixth period, block period, or AB schedules)."
K12StudentAcademicRecord,ClassRankingDate,class_ranking_date,The date class ranking was determined.
K12StudentCohort,CohortDescription,cohort_description,A description of the student cohort.
WorkforceProgramParticipantCohort,CohortMedianEarnings,cohort_median_earnings,"The midpoint between the lowest and highest quarterly wage, in U.S. dollars, for the total number of persons included in the cohort for the period of time between the Employment Record Reference Period Start Date and Employment Record Reference Period End Date."
K12StudentCohort,CohortYear,cohort_year,"The school year in which the student entered the baseline group used for computing completion rates (e.g., high school, program)."
RecordStatus,CommittedByOrganization,committed_by_organization,The organization responsible for a specific action or event in the lifecycle of a record. This property links the record to the organization that officially committed an action to the record.
CompetencyDefinitionAssociation,CompetencyAssociationConnectionCitation,competency_association_connection_citation,Any citation appropriate to evidence the connection between nodes
CompetencyDefinitionAssociation,CompetencyAssociationDestinationNodeName,competency_association_destination_node_name,Name of the destination node when the Competency Association is used as a connector in a learning map.
CompetencyDefinitionAssociation,CompetencyAssociationDestinationNodeURI,competency_association_destination_node_uri,URI of the destination node when the Competency Association is used as a connector in a learning map.
CompetencyDefinitionAssociation,CompetencyAssociationIdentifierURI,competency_association_identifier_uri,A URI that establishes uniqueness of an association between a competency definition and another competency item or other objects such as learning resources.
CompetencyDefinitionAssociation,CompetencyAssociationOriginNodeName,competency_association_origin_node_name,Name of the origin node when the Competency Association is used as a connector in a learning map.
CompetencyDefinitionAssociation,CompetencyAssociationOriginNodeURI,competency_association_origin_node_uri,URI of the origin node when the Competency Association is used as a connector in a learning map.
CompetencyDefinitionAssociation,CompetencyAssociationWeight,competency_association_weight,Indicates the relative significance this connection has for the destination node in a learning map.
CompetencyDefinition,CompetencyDefinitionCode,competency_definition_code,A human-referenceable code designated by the publisher to identify the item in the hierarchy of competency definitions.
CompetencyDefinition,CompetencyDefinitionConceptKeyword,competency_definition_concept_keyword,The significant topicality of the competency definition using free-text keywords and phrases.
CompetencyDefinition,CompetencyDefinitionConceptTerm,competency_definition_concept_term,"The topicality of the competency definition, e.g. ""Pythagorean Theorem,"" ""Trigonometric functions,"" ""Forces and energy,"" ""Scientific method,"" ""Oral history,"" etc."
CompetencyDefinition,CompetencyDefinitionIdentifier,competency_definition_identifier,"The globally unique identifier (GUID) issued by the publisher of the competency framework that uniquely identifies the definition in the hierarchy of competency definitions using a RFC 4122 compliant 32-character hexadecimal string, such as 21EC2020-3AEA-1069-A2DD-08002B30309D."
CompetencyDefinition,CompetencyDefinitionLicense,competency_definition_license,The full text or URL reference to a legal document giving official permission to do something with the competency definition statement.
CompetencyDefinition,CompetencyDefinitionNotes,competency_definition_notes,Information about the derivation of a Competency Definition Statement.
CompetencyDefinition,CompetencyDefinitionParentCode,competency_definition_parent_code,A human-referenceable code designated by the publisher to identify the parent item in the hierarchy of competency definitions.
CompetencyDefinition,CompetencyDefinitionParentIdentifier,competency_definition_parent_identifier,"The globally unique identifier (GUID) issued by the publisher of the competency framework that uniquely identifies the parent item in the hierarchy of competency definitions using a RFC 4122 compliant 32-character hexadecimal string, such as 21EC2020-3AEA-1069-A2DD-08002B30309D."
CompetencyDefinition,CompetencyDefinitionParentURL,competency_definition_parent_url,A network-resolvable Uniform Resource Locator (URL) pointing to the authoritative reference for the hierarchal parent of the competency definition.
CompetencyDefinitionAssociation,CompetencyDefinitionPrerequisiteIdentifier,competency_definition_prerequisite_identifier,"The unique identifier of an immediate prerequisite Competency Definition, a competency needed prior to learning this one. (Some items may have no prerequisites while others may have one or more prerequisites. This should only be used to represent the immediate predecessors in a competency-based pathway, i.e. not prerequisites of prerequisites.)"
CompetencyDefinition,CompetencyDefinitionPreviousVersionIdentifier,competency_definition_previous_version_identifier,The unique identifier of the previous version of the Competency Definition if the statement was modified.
CompetencyDefinition,CompetencyDefinitionSequence,competency_definition_sequence,A set of one or more alphanumeric characters and/or symbols denoting the positioning of the statement being described in a sequential listing of statements.
CompetencyDefinition,CompetencyDefinitionShortName,competency_definition_short_name,The short name or label for the competency definition or its node in a competency framework.
CompetencyDefinition,CompetencyDefinitionStatement,competency_definition_statement,The text of the statement. The textual content that either describes a specific competency or describes a less granular group of competencies within the taxonomy of the competency framework.
CompetencyDefinition,CompetencyDefinitionTextComplexityMaximumValue,competency_definition_text_complexity_maximum_value,"The maximum value in the range of text complexity applicable to a language competency definition using the scaling system defined by Text Complexity System, e.g. Lexile(tm)."
CompetencyDefinition,CompetencyDefinitionTextComplexityMinimumValue,competency_definition_text_complexity_minimum_value,"The minimum value in the range of text complexity applicable to a language competency definition using the scaling system defined by Text Complexity System, e.g. Lexile(tm)."
CompetencyDefinition,CompetencyDefinitionTextComplexitySystem,competency_definition_text_complexity_system,The scaling system used to specify the text complexity of a competency item.
CompetencyDefinition,CompetencyDefinitionType,competency_definition_type,"The class of statement in the structure of statements in the Competency Framework according to a controlled vocabulary, specified as a textual label."
CompetencyDefinition,CompetencyDefinitionTypeURL,competency_definition_type_url,"The class of statement in the structure of statements in the Competency Framework according to a controlled vocabulary, specified as a URI referencing a controlled vocabulary."
CompetencyDefinition,CompetencyDefinitionTypicalAgeRangeMaximum,competency_definition_typical_age_range_maximum,The typical maximum age at which a person learns the defined competency.
CompetencyDefinition,CompetencyDefinitionTypicalAgeRangeMinimum,competency_definition_typical_age_range_minimum,The typical minimum age at which a person learns the defined competency.
CompetencyDefinition,CompetencyDefinitionURL,competency_definition_url,A network-resolvable Uniform Resource Locator (URL) pointing to the authoritative reference for the competency definition.
CompetencyDefinition,CompetencyDefinitionValidEndDate,competency_definition_valid_end_date,"The year, month and day the competency definition was deprecated/replaced by the jurisdiction in which it was intended to apply."
CompetencyDefinition,CompetencyDefinitionValidStartDate,competency_definition_valid_start_date,"The year, month and day the competency definition was adopted by the jurisdiction in which it was intended to apply."
CompetencyDefinition,CompetencyDefinitionVersion,competency_definition_version,A label assigned by the publisher indicating the version of the competency framework statement.
CompetencyFramework,CompetencyFrameworkCreator,competency_framework_creator,The person or organization chiefly responsible for the intellectual content of the competency framework.
CompetencyFramework,CompetencyFrameworkDescription,competency_framework_description,A textual description of the scope and contents of the competency framework.
CompetencyFramework,CompetencyFrameworkIdentifierURI,competency_framework_identifier_uri,An unambiguous reference to the competency framework using a network-resolvable URI.
CompetencyFramework,CompetencyFrameworkJurisdiction,competency_framework_jurisdiction,"A legal, quasi-legal, organizational or institutional domain of the entity mandating the use of the statement--e.g., California."
CompetencyFramework,CompetencyFrameworkLicense,competency_framework_license,A legal document giving official permission to do something with the competency framework.
CompetencyFramework,CompetencyFrameworkPublicationDate,competency_framework_publication_date,The date on which this content was first published.
CompetencyFramework,CompetencyFrameworkPublisher,competency_framework_publisher,The entity responsible for making the competency framework available.
CompetencyFramework,CompetencyFrameworkRights,competency_framework_rights,The information about rights held in and over the resource.
CompetencyFramework,CompetencyFrameworkRightsHolder,competency_framework_rights_holder,The person or organization owning or managing rights over the competency framework.
CompetencyFramework,CompetencyFrameworkSourceURL,competency_framework_source_url,A URL that resolves to the original or authoritative competency framework document.
CompetencyFramework,CompetencyFrameworkSubject,competency_framework_subject,The topic or academic subject of the competency framework.
CompetencyFramework,CompetencyFrameworkTitle,competency_framework_title,The name of the competency framework.
CompetencyFramework,CompetencyFrameworkValidEndDate,competency_framework_valid_end_date,"The year, month and day the competency framework was deprecated/replaced by the jurisdiction in which it was intended to apply."
CompetencyFramework,CompetencyFrameworkValidStartDate,competency_framework_valid_start_date,"The year, month and day the competency framework was adopted by the jurisdiction in which it was intended to apply."
CompetencyFramework,CompetencyFrameworkVersion,competency_framework_version,Defines the revision of the competency framework as a version number or date.
CompetencySet,CompetencySetCompletionCriteriaThreshold,competency_set_completion_criteria_threshold,"The minimum number of competencies in the set that must be achieved for completion or partial completion of a unit, course, program, degree, certification, or other achievement/award."
FacilityCompliance,ComponentOrFixtureCheckDate,component_or_fixture_check_date,"The month, day, and year that the condition of a system, component, equipment, or fixture was  checked."
BuildingSystemComponentService,ComponentOrFixtureScheduledServicedDate,component_or_fixture_scheduled_serviced_date,"The month, day, and year a major component, system, equipment, or fixture is scheduled to be serviced for preventive or routine maintenance."
BuildingSystemComponentService,ComponentOrFixtureServicedDate,component_or_fixture_serviced_date,"The month, day, and year a system, component, equipment, or fixture was serviced for repair or routine maintenance."
BuildingSystemComponent,ComponentOrFixtureUsefulLife,component_or_fixture_useful_life,"The anticipated time (in years) from the time of installation or service that a properly maintained system, component, equipment, or fixture is expected to operate effectively and efficiently."
PostsecondaryPriceOfAttendance,ComprehensiveFee,comprehensive_fee,"A single fixed amount of money charged by an institution that covers tuition, required fees, room, and board. For some institutions, this amount may also cover books and supplies."
IndividualizedProgramEligibility,ConsentToEvaluationDate,consent_to_evaluation_date,The date the consent to evaluation occurred.
Employment,ContractDaysOfServicePerYear,contract_days_of_service_per_year,The number of days per year that a person is expected to work as outlined specifically in his or her employment agreement.
PostsecondaryStudentSection,CourseAcademicGrade,course_academic_grade,The final grade awarded for participation in the course.
CourseSection,CourseAcademicGradeScaleCode,course_academic_grade_scale_code,The grading scale used by an academic educational institution for an academic course.
StudentCourseSectionEnrollment,CourseAddDate,course_add_date,The date an individual was added to an academic course at a school.
OrganizationCalendarSession,CourseBeginDate,course_begin_date,"The year, month and day an instance of a course officially began."
Course,CourseCertificationDescription,course_certification_description,"A description of the certification or recognition associated with this course (ex. Networking, CAD, etc.)"
Course,CourseDepartmentName,course_department_name,Department with jurisdiction over this course.
Course,CourseDescription,course_description,A description of the course content and/or goals. Reference may be made to state or national content standards.
StudentCourseSectionEnrollment,CourseDropDate,course_drop_date,The date on which the individual drops or withdraws from the course.
OrganizationCalendarSession,CourseEndDate,course_end_date,"The year, month and day an instance of a course ends."
K12Course,CourseFundingProgram,course_funding_program,A program through which the course is funded.
Course,CourseIdentifier,course_identifier,The actual code that identifies the organization of subject matter and related learning experiences provided for the instruction of students.
PostsecondarySectionLocation,CourseInstructionSiteName,course_instruction_site_name,The name of the location at which the course is taught.
PostsecondaryStudentCourseSectionMark,CourseNarrativeExplanationGrade,course_narrative_explanation_grade,The narrative of the grade awarded to an individual in an academic course in those cases where a course does not receive a letter or numeric grade included in the grading scale of the Course Academic Grade Qualifier.
PostsecondaryCourse,CourseNumber,course_number,The official reference number portion of a course identifier.  This number normally designates the level of the course as well as the level of the individual expected to enroll in the course.
PostsecondaryStudentSection,CourseOverrideSchool,course_override_school,The school where the credit was earned if different from the institution reporting.
PostsecondaryStudentSection,CourseQualityPointsEarned,course_quality_points_earned,The numerical value assigned to a letter grade to provide a basis of quantitative determination of an average.
Course,CourseRepeatabilityMaximumNumber,course_repeatability_maximum_number,The maximum number of times the course may be taken or completed for credit.
StudentCourseSectionEnrollment,CourseSectionEnrollmentStatusEndDate,course_section_enrollment_status_end_date,The date on which the enrollment status ended related to a student enrolled in an instance of a course.
StudentCourseSectionEnrollment,CourseSectionEnrollmentStatusStartDate,course_section_enrollment_status_start_date,The date on which the enrollment status began related to a student enrolled in an instance of a course.
StudentCourseSectionEnrollment,CourseSectionExitWithdrawalDate,course_section_exit_withdrawal_date,"The year, month and day of the first day after the date of a person's last enrollment in a course section."
OrganizationIdentification,CourseSectionIdentifier,course_section_identifier,"A unique number or alphanumeric code assigned by an institution, school, school system, state, or other agency or entity for a particular course-section."
CourseSection,CourseSectionMaximumCapacity,course_section_maximum_capacity,The maximum number of students the Course Section can maintain.
OrganizationIdentification,CourseSectionNumber,course_section_number,The number assigned to differentiate among distinct occurrences of courses that have the same course abbreviation and number but are considered to be different courses.
CourseSection,CourseSectionTimeRequiredForCompletion,course_section_time_required_for_completion,"The actual or estimated number of clock minutes required for course completion. This number is especially important for career and technical education course and may represent (in minutes) the clock hour requirement of the course, the number of minutes (or clock hours) of class time per week, times the number of equivalent weeks the class typically meets."
Course,CourseSubjectAbbreviation,course_subject_abbreviation,The alphabetic abbreviation of the academic department or discipline offering the course. It is one part of the total course identifier number.
OrganizationTitle,CourseTitle,course_title,"The descriptive name given to a course of study offered in a school or other institution or organization. In departmentalized classes at the elementary, secondary, and postsecondary levels (and for staff development activities), this refers to the name by which a course is identified (e.g., American History, English III). For elementary and other non-departmentalized classes, it refers to any portion of the instruction for which a grade or report is assigned (e.g., reading, composition, spelling, and language arts)."
PostsecondaryStudentAcademicRecord,CourseTotal,course_total,The total number of courses listed on a transcript. Used as a check digit for integrity purposes.
RecordStatus,CommittedByPerson,committed_by_person,The person responsible for a specific action or event in the lifecycle of a record. This property links the record to the person that officially committed an action to the record.
CredentialAward,CredentialAdvancedStandingDescription,credential_advanced_standing_description,A description of a credential that reduced the time or cost of attaining this credential.
CredentialAward,CredentialAdvancedStandingURL,credential_advanced_standing_url,A URL that resolves to information about a credential that reduced the time or cost of attaining this credential.
CredentialAward,CredentialAwardApproverName,credential_award_approver_name,Pronouncement of a favorable judgment by the agent being referenced.
CredentialAward,CredentialAwardEndDate,credential_award_end_date,"The date, if any, on which the qualification, achievement, personal or organizational quality, or aspect of an identity expires or requires renewal."
CredentialAward,CredentialAwardEvidenceURL,credential_award_evidence_url,A URL to a page that describes the evidence that the learner met the criteria for attainment of the credential award.
CredentialAward,CredentialAwardIdentifier,credential_award_identifier,"A unique number or alphanumeric code assigned to a credential award by a program, school, school system, state, or other organization."
OrganizationTitle,CredentialAwardIssuerName,credential_award_issuer_name,"The name of the agent issuing the qualification, achievement, personal or organizational quality, or aspect of an identity."
CredentialIssuer,CredentialAwardIssuerOriginURL,credential_award_issuer_origin_url,"The Uniform Resource Locator (URL) from which the qualification, achievement, personal or organizational quality, or aspect of an identity was issued."
CredentialAward,CredentialAwardStartDate,credential_award_start_date,"The date on which the qualification, achievement, personal or organizational quality, or aspect of an identity was conferred."
CredentialAward,CredentialAwardStatusDate,credential_award_status_date,"The date on which the status of a qualification, achievement, personal or organizational quality, or aspect of an identity was changed."
CredentialAward,CredentialCompletionDate,credential_completion_date,The date on which the person's requirements for earning a credential were met or completed.
CredentialDefinition,CredentialDefinitionAlternateName,credential_definition_alternate_name,"An alias for the credential, which may include acronyms, alpha-numeric notations, and other forms of name abbreviations in common use such as PhD, MA, and BA."
CredentialDefinitionCategory,CredentialDefinitionCategorySystem,credential_definition_category_system,"The system that defines the categories of the qualification, achievement, personal or organizational quality, or aspect of an identity used in Credential Category Type."
CredentialDefinitionCategory,CredentialDefinitionCategoryType,credential_definition_category_type,"A category for defining the qualification, achievement, personal or organizational quality, or aspect of an identity."
CredentialDefinitionCriteriaDefinition,CredentialDefinitionCriteria,credential_definition_criteria,"The criteria for competency-based completion of the qualification, achievement, personal or organizational quality, or aspect of an identity."
CredentialDefinitionCriteriaDefinition,CredentialDefinitionCriteriaURL,credential_definition_criteria_url,"The Uniform Resource Locator (URL) for the unique address of a web page describing the competency-based completion criteria for the qualification, achievement, personal or organizational quality, or aspect of an identity."
CredentialDefinition,CredentialDefinitionDateEffective,credential_definition_date_effective,Effective date of the content of a credential definition.
CredentialDefinition,CredentialDefinitionDescription,credential_definition_description,"A description of the qualification, achievement, personal or organizational quality, or aspect of an identity."
CredentialDefinitionCriteriaDefinition,CredentialDefinitionEstimatedDuration,credential_definition_estimated_duration,The estimated amount of time in minutes it will take to earn the credential.
CredentialDefinitionIdentification,CredentialDefinitionIdentifier,credential_definition_identifier,"A globally unique identifier by which the creator/owner/provider of a credential recognizes the qualification, achievement, personal or organizational quality, or aspect of an identity in transactions with the external environment."
CredentialDefinition,CredentialDefinitionJurisdictionRegion,credential_definition_jurisdiction_region,The geo-political region in which the credential is applicable.
CredentialDefinition,CredentialDefinitionJurisdictionRegionException,credential_definition_jurisdiction_region_exception,A geo-political region in which the credential does not apply.
CredentialDefinition,CredentialDefinitionKeywords,credential_definition_keywords,Keywords or key phrases describing aspects of a credential considered useful for its discovery.
CredentialDefinitionCriteriaDefinition,CredentialDefinitionMaximumDuration,credential_definition_maximum_duration,The maximum amount of time in minutes it will take to earn the described credential.
CredentialDefinitionCriteriaDefinition,CredentialDefinitionMinimumAge,credential_definition_minimum_age,The minimum allowed age in years at which a person is eligible for the credential.
CredentialDefinitionCriteriaDefinition,CredentialDefinitionMinimumDuration,credential_definition_minimum_duration,The minimum amount of time in minutes it will take to earn the described credential.
CredentialDefinition,CredentialDefinitionTitle,credential_definition_title,"The title assigned to a qualification, achievement, personal or organizational quality, or aspect of an identity."
CredentialDefinition,CredentialDefinitionValidationMethodDescription,credential_definition_validation_method_description,Description of the methods used to evaluate the validity and reliability of a credential earned by a person.
CredentialDefinition,CredentialDefinitionVersion,credential_definition_version,An alphanumeric identifier of a version of the credential being described that is unique within the organizational context.
CredentialAwardEvidence,CredentialEvidenceStatement,credential_evidence_statement,"A statement or reference describing the evidence that the learner met the criteria for attainment of the qualification, achievement, personal or organizational quality, or aspect of an identity."
PersonCredential,CredentialExpirationDate,credential_expiration_date,"The year, month and day on which an active credential held by a person will expire."
CredentialDefinition,CredentialImageURL,credential_image_url,"The Uniform Resource Locator (URL) for the unique address of an image representing an award or badge associated with the qualification, achievement, personal or organizational quality, or aspect of an identity."
CredentialIssuer,CredentialIssuerRevocationListURL,credential_issuer_revocation_list_url,The URL to a document that includes a list of credential award assertions an issuer has revoked.
CredentialOffered,CredentialOfferedEndDate,credential_offered_end_date,The last date a credential was offered.
CredentialOffered,CredentialOfferedStartDate,credential_offered_start_date,The first date a credential was offered.
CredentialAward,CredentialRevokedDate,credential_revoked_date,"The date on which the qualification, achievement, personal or organizational quality, or aspect of an identity was revoked."
CredentialAward,CredentialRevokedReason,credential_revoked_reason,Published reason for revocation of a credential award.
PersonCredential,CredentialOrLicenseAwardEntity,credential_or_license_award_entity,The name of the organization awarding the individual's credential or license.
Course,CreditValue,credit_value,The amount of credit available to the student who successfully meets the objectives of the course or learning opportunity based on the units defined by Credit Unit Type.
OrganizationCalendarCrisis,CrisisCode,crisis_code,"A unique number or alphanumeric code used to identify a crisis. This code should be able to accommodate numerous crises within a single school year. It is associated with the displaced student identifier in order to link a crisis to a student who was displaced or otherwise affected by the event. If the same code values are to be used over multiple years, it is important to have enough crisis-specific items (e.g., school year, date/time) to keep the events unique over time."
OrganizationCalendarCrisis,CrisisDescription,crisis_description,A description of the crisis that caused the displacement of students.
OrganizationCalendarCrisis,CrisisEndDate,crisis_end_date,The date on which the crisis ceased to affect the agency.
OrganizationCalendarCrisis,CrisisName,crisis_name,The name of the crisis that caused the displacement of students.
OrganizationCalendarCrisis,CrisisStartDate,crisis_start_date,"The year, month and day on which the crisis affected the agency. This date may not be the same as the date the crisis occurred if evacuation orders are implemented in anticipation of a crisis."
OrganizationCalendarCrisis,CrisisType,crisis_type,"The type or category of crisis (ex., chemical, earthquake, flood, wildfire, etc.)."
DataCollection,DataCollectionAcademicSchoolYear,data_collection_academic_school_year,The year for a reported school session for which the data is applicable.
DataCollection,DataCollectionCloseDate,data_collection_close_date,The date the data collection closes or ends.
DataCollection,DataCollectionDescription,data_collection_description,The description of what is included in the data within the context of the data collection based on the source system and collection period as defined by the Data Collection Open Date and Data Collection Close Date.
DataCollection,DataCollectionName,data_collection_name,A human readable name used to identify the data within the collection.
DataCollection,DataCollectionOpenDate,data_collection_open_date,The date the data collection opens or commences.
DataCollection,DataCollectionSchoolYear,data_collection_school_year,The year for a reported school session in which the data collection occurs.
StateEducationAgencyFederalFunds,DateStateReceivedTitleIIIAllocation,date_state_received_title_iii_allocation,Annual date the State receives the Title III allocation from U.S. Department of Education (ED).
StateEducationAgencyFederalFunds,DateTitleIIIFundsAvailableToSubgrantees,date_title_iii_funds_available_to_subgrantees,Annual date that Title III funds are available to approved subgrantees.
EarlyLearningChildTransitionPlan,DateOfTransitionPlan,date_of_transition_plan,The date transition steps and services were added to the individualized service plan.
OrganizationCalendarSession,DaysInSession,days_in_session,The total number of days that the school was or is anticipated to be in session during the school year. Also included are days on which the education institution facility is closed and the student body as a whole is engaged in planned activities off-campus under the guidance and direction of staff members.
PersonDeath,DeathDate,death_date,"The year, month, and day on which a person died."
ServicePlan,DeclinedServicesDate,declined_services_date,The date recommended services were declined.
PersonDegreeOrCertificate,DegreeOrCertificateConferringDate,degree_or_certificate_conferring_date,"The year, month and day on which a person received a degree or certificate."
PersonDegreeOrCertificate,DegreeOrCertificateTitleOrSubject,degree_or_certificate_title_or_subject,The name of the degree or certificate earned by a person. This includes honorary degrees conferred upon an individual.
PersonHealth,DentalScreeningDate,dental_screening_date,"The year, month and day of a dental screening"
ProgramParticipationMigrant,DesignatedGraduationSchoolIdentifier,designated_graduation_school_identifier,The NCES school identification number that identifies the school or facility from which a student expects to graduate.
AssessmentResult,DiagnosticStatementSource,diagnostic_statement_source,Identifies the source of the Diagnostic Statement based on a scored/evaluated portion of an assessment.
K12StudentDiscipline,DisciplinaryActionEndDate,disciplinary_action_end_date,"The year, month and day on which a discipline action ends."
K12StudentDiscipline,DisciplinaryActionStartDate,disciplinary_action_start_date,"The year, month and day on which a discipline action begins."
PostsecondaryStudentEnrollment,DoctoralCandidacyDate,doctoral_candidacy_date,The date on which the individual was admitted to doctoral candidate status.
PostsecondaryStudentEnrollment,DoctoralExamTakenDate,doctoral_exam_taken_date,"The date on which the individual took an exam for advancement in, continuation or completion of a doctoral program."
PostsecondaryStudentAcademicRecord,DualCreditDualEnrollmentCreditsAwarded,dual_credit_dual_enrollment_credits_awarded,The number of credits awarded a student by the postsecondary institution based on successful completion of dual credit/dual enrollment courses.
ServiceFrequency,DurationLengthinMinutes,duration_lengthin_minutes,The number of minutes in an instance.
K12StudentDiscipline,DurationOfDisciplinaryAction,duration_of_disciplinary_action,"The length, in school days, of the disciplinary action."
OrganizationEnrollmentCapacity,EarlyLearningAge2AndOlderCapacity,early_learning_age2_and_older_capacity,The maximum number of children ages two and above that can be served.
OrganizationEnrollmentCapacity,EarlyLearningAgeUnder2Capacity,early_learning_age_under2_capacity,The maximum number of children under the age of two that can be served.
EarlyLearningChildServicesApplication,EarlyLearningApplicationIdentifier,early_learning_application_identifier,Identifier for the application for enrollment or direct services filled out on behalf of a child
EarlyLearningClassSectionService,EarlyLearningClassGroupCurriculumType,early_learning_class_group_curriculum_type,The type of curriculum used in an early learning classroom or group.
OrganizationIdentification,EarlyLearningClassGroupIdentifier,early_learning_class_group_identifier,"A unique number or alphanumeric code assigned by a school, school system, a state, or other agency or entity for a particular early learning class or group."
OrganizationTitle,EarlyLearningClassGroupName,early_learning_class_group_name,Name of an early learning class or group.
EarlyLearningChildServicesApplication,EarlyLearningEnrollmentApplicationDocumentIdentifier,early_learning_enrollment_application_document_identifier,Identifier for an enrollment application document record.
EarlyLearningChildServicesApplication,EarlyLearningEnrollmentApplicationDocumentName,early_learning_enrollment_application_document_name,Document name for an enrollment application document record.
EarlyLearningChildServicesApplication,EarlyLearningEnrollmentApplicationDocumentType,early_learning_enrollment_application_document_type,Document type for an enrollment application document record.
EarlyLearningChildServicesApplication,EarlyLearningEnrollmentApplicationVerificationDate,early_learning_enrollment_application_verification_date,Date the required document was verified for the enrollment application
EarlyLearningChildServicesApplication,EarlyLearningEnrollmentApplicationVerificationReasonType,early_learning_enrollment_application_verification_reason_type,Identifies the reason for verification of enrollment application information
EarlyLearningClassSection,EarlyLearningGroupSize,early_learning_group_size,The number of slots/spaces available.
AssessmentResult,EarlyLearningOutcomeMeasurementDate,early_learning_outcome_measurement_date,The date on which the assessment is conducted to determine the outcome.
EarlyLearningChildProgramEligibility,EarlyLearningProgramEligibilityExpirationDate,early_learning_program_eligibility_expiration_date,"The year, month, and day on which the child is no longer eligible for the  Program."
EarlyLearningChildProgramEligibility,EarlyLearningProgramEligibilityStatusDate,early_learning_program_eligibility_status_date,The date of status of eligibility.
OrganizationCalendar,EarlyLearningProgramYear,early_learning_program_year,The year the program is operating.
EarlyLearningStaffEducation,EarlyLearningStaffTotalCollegeCreditsEarned,early_learning_staff_total_college_credits_earned,"Total number of college credits earned, including all credits within a degree and outside a degree, regardless of whether they all are early childhood credits."
EligibilityDetermination,EligibilityDeterminationDate,eligibility_determination_date,"Upon completion of the administration of assessments and other evaluation measures, the date that a group of qualified professionals and the parent of the child determine whether the child is a child with a disability."
EligibilityEvaluation,EligibilityEvaluationDate,eligibility_evaluation_date,The date when the evaluation to determine eligibility was conducted.
EligibilityEvaluation,EligibilityEvaluationDescription,eligibility_evaluation_description,Description of evaluation procedure and result used for determining eligibility.
IndividualizedProgramEligibility,EligibilityParentObservationsExplanation,eligibility_parent_observations_explanation,Explanation of parent's observations of student's characteristics and history used for determining eligibility.
EarlyLearningChildService,EligibilityPriorityPoints,eligibility_priority_points,Priority points used to determine eligibility and placement order
Employment,EmploymentEndDate,employment_end_date,"The year, month and day on which a person ended self-employment or employment with an organization or institution."
QuarterlyEmploymentRecord,EmploymentRecordReferencePeriodEndDate,employment_record_reference_period_end_date,"The year, month, and day of the last day of the employment record reference period."
QuarterlyEmploymentRecord,EmploymentRecordReferencePeriodStartDate,employment_record_reference_period_start_date,"The year, month, and day of the first day of the employment record reference period."
Employment,EmploymentStartDate,employment_start_date,"The year, month and day on which a person began self-employment or employment with an organization or institution."
EarlyLearningEnrollment,EnrollmentDate,enrollment_date,"The year, month and day on which a person is considered officially enrolled in the program."
Enrollment,EnrollmentEntryDate,enrollment_entry_date,"The month, day, and year on which a person enters and begins to receive instructional services in a school, institution, program, or class-section during a given session."
Enrollment,EnrollmentExitDate,enrollment_exit_date,"The year, month and day on which the student officially withdrew or graduated, i.e. the date on which the student's enrollment ended."
K12StudentEnrollment,EnrollmentStatusDate,enrollment_status_date,The date for which the enrollment status applies.
PostsecondaryStudentEnrollment,EntryDateIntoPostsecondary,entry_date_into_postsecondary,"The year, month and day on which a person entered and began to receive instructional services at a postsecondary institution for the first time after completing high school (or its equivalent)."
Facility,FacilitiesIdentifier,facilities_identifier,"A locally assigned unique number or alphanumeric code used to capture precise information on locations specific to a school (e.g., building number, class number, hall number, school bus number, computer station number, or internet protocol (IP) address)."
FacilityManagementPlan,FacilitiesPlanDescription,facilities_plan_description,A description of the management and accountability plan.
Facility,FacilityAcquisitionDate,facility_acquisition_date,The date the property/facility was acquired.
FacilityDesignConstruction,FacilityAdditionYear,facility_addition_year,The year the construction on the addition was completed.
FacilityAudit,FacilityAuditDate,facility_audit_date,"The month, day, and year of the systematic review or audit of facility quality, management, decision making processes, controls, schedule and cost."
LocationAddress,FacilityBlockNumberArea,facility_block_number_area,"The informal description of location sometimes used in rural areas, for example, ""from the highway to the railroad tracks."""
Facility,FacilityBuildingName,facility_building_name,"The full, legally accepted or popularly accepted name of a building."
LocationAddress,FacilityCensusTract,facility_census_tract,The census tract number of the school site.
FacilityCompliance,FacilityComplianceDeterminationDate,facility_compliance_determination_date,"The month, day, and year that the school, building, site, system, component, equipment, or fixture compliance status was determined."
FacilityCompliance,FacilityComplianceName,facility_compliance_name,"The name of the inspection or process that indicates conformity to the requirements or standards specified in federal, state, or local standards or codes."
FacilityCompliance,FacilityComponentDeficiencyDescription,facility_component_deficiency_description,"A description of the component, system, or finish that needs replacement, repair, or maintenance to perform at an optimal level."
BuildingSystemComponent,FacilityComponentIdentificationCode,facility_component_identification_code,"A unique number or alphanumeric code assigned to a component by a school, school system, state, or other agency or entity."
